Date,Open,High,Low,Close,Volume
2024-01-01,101.04342830602246,101.26935720681212,100.8652008477709,101.04342830602246,177475
2024-01-02,101.04342830602246,101.78560437429296,100.31210888226123,100.81453604012202,190874
2024-01-03,100.81453604012202,102.18329003022545,101.74285191396322,102.17087169748463,187266
2024-01-04,102.17087169748463,106.35575644356963,104.37049780564931,105.33414289434342,121427
2024-01-05,105.33414289434342,104.93879501734135,104.51339533698798,104.89352306514456,127083
2024-01-06,104.89352306514456,105.38562240700703,103.84832853204011,104.45478082079411,187046
2024-01-07,104.45478082079411,108.37502895037368,107.12451509105917,107.80613478146878,157372
2024-01-08,107.80613478146878,110.60216391473648,109.5003809281637,109.5147212858003,144064
2024-01-09,109.5147212858003,108.62129118657506,107.82098014617313,108.54119151591344,107813
2024-01-10,108.54119151591344,110.38124831158244,109.57782849105638,109.77326438366633,131598
2024-01-11,109.77326438366633,109.86543875699427,107.76498589515192,108.81073355759474,193106
2024-01-12,108.81073355759474,108.4157804539155,107.69127585502093,107.85161100186198,127082
2024-01-13,107.85161100186198,109.10989816229153,107.97789082877318,108.42745722316423,129241
2024-01-14,108.42745722316423,105.0585216105662,104.24358116179943,104.33262871410464,196214
2024-01-15,104.33262871410464,101.2436022358044,99.78078618551307,100.78549079282328,144569
2024-01-16,100.78549079282328,100.32816598439118,99.20177419133626,99.70247504619499,111745
2024-01-17,99.70247504619499,98.30375699401445,97.15080509509026,97.73269089369504,126029
2024-01-18,97.73269089369504,99.28250363915363,98.32980154968456,98.39580198755591,113025
2024-01-19,98.39580198755591,96.70201234667569,95.9331873188125,96.65808474585133,114288
2024-01-20,96.65808474585133,94.24024090685315,93.77894106625733,93.97620237121333,189186
2024-01-21,93.97620237121333,97.69770097386197,95.90879438352088,96.77791257866477,106540
2024-01-22,96.77791257866477,97.2474173683258,96.1915656934321,96.38929835353768,197768
2024-01-23,96.38929835353768,97.0076900507982,96.38353023368879,96.56767292809332,181958
2024-01-24,96.56767292809332,94.44634732893604,93.82995735065795,93.86426442753427,168878
2024-01-25,93.86426442753427,93.14689213822709,92.45073550622334,92.88923487965577,141846
2024-01-26,92.88923487965577,93.31696912676206,92.61564687183917,93.14174978687599,175932
2024-01-27,93.14174978687599,91.4663800933325,90.98438563450715,91.04420954587805,117482
2024-01-28,91.04420954587805,92.09811912082226,91.06210280344027,91.77383423281566,123411
2024-01-29,91.77383423281566,91.24673968774538,90.30605161504681,90.71726283868358,150975
2024-01-30,90.71726283868358,90.30353089555021,89.76021319081184,90.23338829873498,160545
2024-01-31,90.23338829873498,90.0617127668304,88.79949660356091,89.1926244652201,178797
2024-02-01,89.1926244652201,93.45406517431184,92.17054003315499,92.54141182777322,152307
2024-02-02,92.54141182777322,93.20893883228577,92.04468327974597,92.56270148902699,103093
2024-02-03,92.56270148902699,91.13686735408903,90.51016455373035,90.65089122019897,177258
2024-02-04,90.65089122019897,92.47285104034786,92.01979024796827,92.18750525282496,122042
2024-02-05,92.18750525282496,90.7149428715785,89.20721069990529,89.98266839755973,152930
2024-02-06,89.98266839755973,91.02256303577566,89.5482199166276,90.40354180395123,144413
2024-02-07,90.40354180395123,87.04684427418819,86.58109476862107,86.90552117553081,193623
2024-02-08,86.90552117553081,85.4114526964748,84.41128043775771,84.64043992016683,197883
2024-02-09,84.64043992016683,85.7152969052244,84.46850586538527,85.01600857227074,133756
2024-02-10,85.01600857227074,87.13395788421302,85.96135078845668,86.31414619846137,153268
2024-02-11,86.31414619846137,87.28199210286836,86.63113533645075,86.65313340908881,139214
2024-02-12,86.65313340908881,87.02661407294862,86.3609684508391,86.49603425494695,181871
2024-02-13,86.49603425494695,86.3781627150953,85.4025289282083,86.01839676071478,128602
2024-02-14,86.01839676071478,84.29679848320009,82.96748532815229,83.51780413535779,153331
2024-02-15,83.51780413535779,83.0704325681413,82.33485139356652,82.35716688533185,148901
2024-02-16,82.35716688533185,81.67652373083862,81.45839018459023,81.63960738609872,199986
2024-02-17,81.63960738609872,83.42847982738022,83.21375668731862,83.4064880599444,163416
2024-02-18,83.4064880599444,84.3377009575024,83.456857568757,84.02139119929576,132196
2024-02-19,84.02139119929576,81.7581049136995,81.08475477101052,81.10074016301942,105626
2024-02-20,81.10074016301942,82.47323792592539,81.58193721544316,81.66695952895867,107424
2024-02-21,81.66695952895867,81.2007792734644,80.43026048128516,81.07882302852157,112857
2024-02-22,81.07882302852157,80.49711504837306,79.87880721760973,80.02168165869745,119982
2024-02-23,80.02168165869745,81.3493161919745,80.51165018269862,81.04063980480272,176961
2024-02-24,81.04063980480272,83.55484301406128,82.55511581088882,82.75221734353549,101980
2024-02-25,82.75221734353549,85.04510352861126,84.25103954623142,84.33490334870362,148290
2024-02-26,84.33490334870362,83.65705483297307,82.75982477277134,82.96156422618758,126431
2024-02-27,82.96156422618758,82.87661510212527,81.8941922397045,82.4899901607264,184976
2024-02-28,82.4899901607264,83.42237622336948,82.36686009726914,83.07775349974852,182711
2024-02-29,83.07775349974852,84.97190006722073,84.03668423584577,84.74021432847744,126385
2024-03-01,84.74021432847744,84.01781665727466,83.63696097543331,83.97047788332779,138158
2024-03-02,83.97047788332779,84.42444404745079,83.1414739558925,83.70066566239365,123019
2024-03-03,83.70066566239365,82.55618519241831,81.72263386252332,81.89049651982701,118639
2024-03-04,81.89049651982701,80.7717797240474,79.73784574884608,79.97228268036149,185530
2024-03-05,79.97228268036149,82.12224366362095,80.58303239342662,81.31185971677371,199911
2024-03-06,81.31185971677371,84.02219171459079,83.54721946742055,83.55808362554058,121563
2024-03-07,83.55808362554058,84.12146913143059,83.40813999921302,83.47952211213544,139341
2024-03-08,83.47952211213544,86.00166051259535,85.01963847322733,85.19675080798815,105776
2024-03-09,85.19675080798815,86.58502293938153,85.83277409909209,85.85555346957564,136444
2024-03-10,85.85555346957564,85.00046725790253,84.63689852842042,84.79073897459483,168916
2024-03-11,84.79073897459483,85.83096626956223,84.94780869388407,85.44599435314673,108711
2024-03-12,85.44599435314673,88.23091015502052,87.74575153890811,88.11709862578698,174318
2024-03-13,88.11709862578698,88.93851950215478,87.31159334508364,88.09801944266742,182970
2024-03-14,88.09801944266742,91.44991472350902,90.15586132059029,90.89890859660373,185553
2024-03-15,90.89890859660373,86.37876693496058,85.8871345673529,86.18171863564096,130707
2024-03-16,86.18171863564096,88.23015724896021,87.41410639478212,87.64146890251865,139110
2024-03-17,87.64146890251865,88.38081896520134,87.50435457803715,87.83786829545095,161788
2024-03-18,87.83786829545095,87.66938229282533,86.84084283993866,87.35650386420683,182879
2024-03-19,87.35650386420683,87.65993172440321,87.32578226417124,87.56050012873906,138827
2024-03-20,87.56050012873906,84.6885815637432,83.59857309801585,84.12362981474764,105655
2024-03-21,84.12362981474764,84.23209725797874,83.45302870194584,83.79609969819202,144859
2024-03-22,83.79609969819202,85.08860910689707,83.97036129520654,84.43649056095866,153625
2024-03-23,84.43649056095866,87.42688199884175,86.59515378910623,86.97447253741743,152098
2024-03-24,86.97447253741743,86.85030251731746,85.86285078431534,86.11643419636208,115251
2024-03-25,86.11643419636208,85.23483556426012,83.96302526916466,84.76700069042565,100526
2024-03-26,84.76700069042565,84.42969182483762,83.31762162937261,83.95873539757173,168760
2024-03-27,83.95873539757173,86.28770535976003,85.41798507203234,85.53783484892102,147837
2024-03-28,85.53783484892102,86.49058924258115,85.39489241333563,86.14301692883487,111536
2024-03-29,86.14301692883487,85.38766491578318,84.85773650808754,85.27338559327275,128541
2024-03-30,85.27338559327275,86.21619150766749,85.42035638190927,86.19138332079628,179083
